Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Source Port,Destination Port,Label
3653,3,9,1181,679,7943,348,BENIGN
55749,13,24,546,101,9722,8080,Bot
1986,11,3,1296,3202,14777,670,BENIGN
7748,14,13,157,206,17019,590,BENIGN
2575,6,16,1356,2045,33617,239,BENIGN
3028435,2604,9,87,0,41467,80,DDoS
7773,13,18,178,3914,34485,619,BENIGN
7075,4,8,411,4797,39167,375,BENIGN
14732,14,45,221,568,34343,8080,Bot
820,16,3,321,310,55186,178,BENIGN
4978,20,4,325,4266,27891,85,BENIGN
5249,5,10,463,3434,27665,935,BENIGN
8764,3,20,827,733,5231,740,BENIGN
6094,9,1,807,4680,8893,96,BENIGN
8717,9,7,575,1942,5898,62,BENIGN
5373,1,12,1388,3883,31936,370,BENIGN
827,12,10,929,3386,26394,288,BENIGN
3450283,2951,8,100,0,41333,80,DDoS
3466037,4983,7,85,0,23263,80,DDoS
6119,20,8,1483,1461,30441,302,BENIGN
1050,20,3,1103,3463,30492,791,BENIGN
2623,3,10,270,4745,48703,713,BENIGN
9252,4,17,944,3894,57128,160,BENIGN
6079,16,9,868,3000,4476,653,BENIGN
6407,16,16,1305,3123,55142,343,BENIGN
5314,3,20,118,3795,19788,1013,BENIGN
4826,17,9,938,4847,3704,905,BENIGN
7710,9,13,446,3519,40787,280,BENIGN
3543193,1366,7,75,0,13709,80,DDoS
7814,1,7,1022,2009,9963,48,BENIGN
46748,72,49,26299,25153,32809,445,Infiltration
3989960,4055,9,95,0,12033,80,DDoS
15959,27,26,864,647,58611,8080,Bot
1929,2,18,858,3552,48224,632,BENIGN
8937,1,2,1319,4205,14062,998,BENIGN
386,18,12,417,1876,12857,578,BENIGN
2088,2,18,309,2625,63125,920,BENIGN
627,20,3,1326,702,3205,38,BENIGN
2380,12,16,491,4902,58380,360,BENIGN
7778,2,10,429,1756,36000,741,BENIGN
3733,7,17,642,3716,49463,276,BENIGN
9870,11,8,956,1255,23598,303,BENIGN
1252,6,13,675,2375,12780,266,BENIGN
7790,10,6,210,4635,36815,883,BENIGN
2843,14,10,473,4698,36322,229,BENIGN
2857447,2799,5,81,0,6459,80,DDoS
44351,15,21,360,413,27813,8080,Bot
4354,11,14,1219,257,62579,943,BENIGN
8691,6,2,1388,761,59638,299,BENIGN
1306,16,5,1339,1238,45403,381,BENIGN
26,2,0,0,0,49009,11452,PortScan
6293,7,5,132,483,12138,874,BENIGN
94,2,0,0,0,9799,25209,PortScan
1687,16,1,477,2190,31097,310,BENIGN
85184,99,90,41850,16006,52678,445,Infiltration
591,7,14,735,2719,1828,325,BENIGN
4970,10,3,1299,3960,31938,366,BENIGN
6768,3,12,640,4222,15027,628,BENIGN
2229,10,7,679,2762,13577,599,BENIGN
44,2,0,0,0,33913,16430,PortScan
2006271,3604,2,74,0,31972,80,DDoS
732,1,17,872,2035,64058,386,BENIGN
25,2,0,0,0,35482,29348,PortScan
26633,43,22,794,733,21970,8080,Bot
9449,10,14,1340,866,19310,580,BENIGN
8831,7,17,411,1856,1180,262,BENIGN
421134,4669,6,76,0,64306,80,DDoS
4542,19,12,1266,3875,51729,123,BENIGN
6952,20,7,251,1050,42820,782,BENIGN
9929,15,10,1486,4123,59056,121,BENIGN
89357,49,64,15641,3511,57193,445,Infiltration
28,2,0,0,0,9523,15241,PortScan
1692,11,9,575,147,22651,516,BENIGN
1467,20,10,1354,2421,11938,865,BENIGN
36,2,0,0,0,43837,45383,PortScan
3493701,2216,5,96,0,18916,80,DDoS
67,2,0,0,0,17384,8175,PortScan
2054,10,16,1212,350,8321,991,BENIGN
259,7,4,493,2115,3671,138,BENIGN
4994,17,13,1243,4413,20909,769,BENIGN
5145,12,13,252,4078,14569,679,BENIGN
5909,18,7,1491,849,56378,33,BENIGN
30872,46,11,140,654,24101,8080,Bot
202,3,12,434,4292,56124,495,BENIGN
53230,30,38,878,992,19806,8080,Bot
1859,6,11,406,178,11784,162,BENIGN
2925,13,7,1288,1854,17873,979,BENIGN
6333,3,18,1348,2853,38747,490,BENIGN
4076,16,10,95,599,31005,856,BENIGN
9087,13,11,873,4301,4168,793,BENIGN
4306,11,5,980,3529,33769,980,BENIGN
43286,14,54,35438,17898,8105,445,Infiltration
1806,14,9,1079,3881,25076,988,BENIGN
1131,6,1,271,99,42724,676,BENIGN
1459960,2701,1,86,0,32911,80,DDoS
6446,20,19,850,4482,46625,369,BENIGN
9772,11,16,328,3621,38381,198,BENIGN
2605,6,14,151,3985,57718,102,BENIGN
6539,3,3,259,1777,60748,643,BENIGN
3739,11,16,432,4356,19665,845,BENIGN
100,2,0,0,0,21188,10074,PortScan
7300,19,1,449,1333,36913,127,BENIGN
670,7,13,957,2180,32871,324,BENIGN
2843,1,7,643,4898,34291,619,BENIGN
6343,17,5,823,3659,48705,775,BENIGN
4904,11,18,324,4425,39646,229,BENIGN
4190,10,13,890,4994,5426,55,BENIGN
394,3,4,968,4332,64127,519,BENIGN
3243,20,3,160,317,30484,947,BENIGN
1881,16,14,419,4061,27966,878,BENIGN
2235,14,11,110,4872,19385,987,BENIGN
9149,19,9,766,2215,55304,316,BENIGN
3667845,3372,8,69,0,20596,80,DDoS
3852742,3406,3,65,0,43968,80,DDoS
1296,3,20,187,938,28168,45,BENIGN
8942,8,18,201,4917,30313,433,BENIGN
7441,4,1,725,1393,42565,120,BENIGN
7930,11,6,1054,2047,4423,831,BENIGN
8551,9,11,100,3673,4490,719,BENIGN
638556,2967,2,72,0,61867,80,DDoS
8762,3,12,1203,2502,5850,718,BENIGN
94460,27,34,24236,42361,13827,445,Infiltration
8285,20,10,133,4016,25715,335,BENIGN
3669,15,15,702,813,33551,545,BENIGN
5137,12,9,1380,4724,13477,638,BENIGN
23979,70,31,20895,7103,33262,445,Infiltration
1020,13,15,1217,1862,33157,842,BENIGN
27,2,0,0,0,51335,12973,PortScan
7284,18,20,528,1300,10635,890,BENIGN
8418,13,19,837,3807,42118,302,BENIGN
3764,11,12,1319,3352,38924,580,BENIGN
5649,19,18,629,4008,56862,740,BENIGN
460,8,1,1329,3494,34839,887,BENIGN
2748,19,19,455,293,26275,980,BENIGN
8268,5,19,675,642,33617,889,BENIGN
2044905,1146,2,89,0,16984,80,DDoS
18252,14,48,371,708,36621,8080,Bot
53,2,0,0,0,26921,32390,PortScan
1131,1,3,797,93,16815,840,BENIGN
36517,46,8,226,991,39080,8080,Bot
3358748,1228,2,80,0,60870,80,DDoS
54881,43,6,269,487,15383,8080,Bot
4515294,4999,8,84,0,56279,80,DDoS
9157,2,10,1369,1082,46371,755,BENIGN
669,8,20,281,819,33476,765,BENIGN
7743,7,10,923,1104,16010,266,BENIGN
8742,4,4,1492,1701,22993,1001,BENIGN
5913,71,81,25640,38481,9384,445,Infiltration
98,2,0,0,0,19555,50457,PortScan
5200,15,8,919,416,18223,318,BENIGN
3585,10,10,765,1474,58835,139,BENIGN
8841,18,15,641,4429,14133,395,BENIGN
9021,14,20,662,1926,19552,802,BENIGN
5163,3,19,147,1578,41218,727,BENIGN
831,16,7,1146,1185,2717,809,BENIGN
9164,3,6,571,165,49207,133,BENIGN
2471,1,20,814,782,42479,366,BENIGN
1381,3,9,1371,4826,52301,838,BENIGN
2743281,4021,3,74,0,16312,80,DDoS
2744947,3412,10,70,0,25158,80,DDoS
637174,3154,3,74,0,13305,80,DDoS
3026,2,13,653,133,28408,970,BENIGN
610968,2663,1,91,0,2043,80,DDoS
7593,5,16,1311,2224,7029,125,BENIGN
7284,6,11,482,3887,59955,468,BENIGN
6176,2,5,583,2495,54384,434,BENIGN
5625,9,1,1015,4062,45369,837,BENIGN
9826,18,7,222,2344,35872,1002,BENIGN
271336,2599,10,64,0,47935,80,DDoS
48,2,0,0,0,65107,40975,PortScan
5075,5,6,1461,2211,6715,716,BENIGN
5516,2,20,288,3630,38984,190,BENIGN
1212,6,15,74,4428,5398,60,BENIGN
9867,2,16,577,2093,34574,81,BENIGN
8178,9,13,855,2831,62277,110,BENIGN
32,2,0,0,0,34627,31828,PortScan
2118,12,7,497,175,60671,965,BENIGN
44,2,0,0,0,36021,59649,PortScan
1634,17,13,414,1386,53058,432,BENIGN
9033,12,19,1097,613,5091,658,BENIGN
8732,20,1,1332,1337,45759,65,BENIGN
8981,20,17,177,4620,48390,936,BENIGN
7471,14,9,1485,2270,56356,954,BENIGN
5088,10,15,678,2196,12661,847,BENIGN
6884,11,1,613,4968,40907,866,BENIGN
6795,1,10,454,204,46967,697,BENIGN
9976,6,7,656,2504,42627,676,BENIGN
4379,6,17,117,412,17648,880,BENIGN
8299,16,7,872,3707,22727,517,BENIGN
4876,15,1,153,4955,26065,774,BENIGN
9974,10,19,854,4899,1273,264,BENIGN
34517,42,43,622,488,41475,8080,Bot
4595660,1042,5,95,0,25331,80,DDoS
9768,2,10,1009,442,5436,526,BENIGN
38,2,0,0,0,13801,34107,PortScan
2645,1,9,1402,1535,23762,531,BENIGN
3631,18,11,339,962,59669,924,BENIGN
4603,8,12,473,3182,49255,438,BENIGN
4289,16,1,1236,4326,8328,646,BENIGN
1964,20,19,391,4253,59877,615,BENIGN
49,2,0,0,0,24520,29673,PortScan
7630,20,12,492,4702,17980,170,BENIGN
7095,9,6,905,1813,13420,306,BENIGN
5214,3,1,1290,2317,16094,141,BENIGN
5969,13,1,913,285,52748,732,BENIGN
48845,63,90,29193,4169,57995,445,Infiltration
9422,14,6,707,3794,62016,687,BENIGN
15,2,0,0,0,18404,486,PortScan
4691,1,7,519,2335,65484,22,BENIGN
2559,19,18,1092,1445,11138,792,BENIGN
148,8,6,1251,1301,23249,421,BENIGN
1716,17,17,1183,2354,52126,831,BENIGN
3221,6,7,902,1599,43905,112,BENIGN
1896,16,15,1300,2893,10063,127,BENIGN
3803229,2383,1,84,0,58387,80,DDoS
8585,3,2,1327,2364,5213,455,BENIGN
7068,9,18,425,2957,46272,421,BENIGN
1590064,4915,8,82,0,15561,80,DDoS
4427,11,10,560,4334,5870,940,BENIGN
67,2,0,0,0,28531,31193,PortScan
1117,17,20,1067,2386,18175,917,BENIGN
8476,10,15,1498,1718,4640,277,BENIGN
5334,3,8,953,3621,42699,590,BENIGN
56,2,0,0,0,51478,46231,PortScan
36729,76,39,14810,34985,62893,445,Infiltration
3959,19,12,1086,4776,49836,136,BENIGN
1517109,4539,6,100,0,34984,80,DDoS
2505,1,4,849,1002,31318,140,BENIGN
6946,11,14,959,3649,41662,389,BENIGN
1709,18,11,819,1855,64603,911,BENIGN
1573118,2923,10,90,0,39856,80,DDoS
6748,11,6,111,3526,27417,861,BENIGN
2815,6,12,779,420,33895,396,BENIGN
152594,1695,0,74,0,36167,80,DDoS
769,12,11,548,4628,55297,494,BENIGN
4383,20,10,1333,2608,43651,984,BENIGN
20,2,0,0,0,30730,47299,PortScan
1412,9,16,645,1426,53341,926,BENIGN
3231,13,7,214,4872,50578,48,BENIGN
1073,20,3,1370,986,16060,668,BENIGN
1593242,3161,1,69,0,53669,80,DDoS
7861,19,13,588,2005,39029,224,BENIGN
5456,3,2,931,3540,27819,629,BENIGN
3543635,1563,9,65,0,20456,80,DDoS
3613,15,14,330,3962,59472,171,BENIGN
2025318,3766,2,95,0,47956,80,DDoS
9557,12,17,419,89,44936,901,BENIGN
2732,16,10,321,4482,60379,237,BENIGN
632,4,2,480,2849,6770,1,BENIGN
4266280,3530,6,98,0,21948,80,DDoS
3966,5,18,453,855,14840,939,BENIGN
6559,8,15,224,4667,4978,298,BENIGN
65,2,0,0,0,28011,50278,PortScan
2915,10,13,1223,4294,40174,766,BENIGN
7141,11,8,1126,3964,53056,964,BENIGN
3720045,2561,10,78,0,6908,80,DDoS
3145,9,10,258,813,3544,76,BENIGN
4363,8,6,1043,3112,24144,429,BENIGN
7182,13,17,1180,3624,56049,261,BENIGN
46565,50,67,23248,15059,63890,445,Infiltration
5928,2,3,126,3268,56511,34,BENIGN
19,2,0,0,0,15562,23359,PortScan
8076,1,7,207,4012,60750,676,BENIGN
8869,8,5,525,2646,50614,625,BENIGN
8331,8,6,65,1714,28432,703,BENIGN
7861,8,4,892,795,49129,851,BENIGN
2845,7,6,1048,2326,38288,37,BENIGN
241,17,16,150,4065,29923,840,BENIGN
1295,1,19,1014,592,11710,1024,BENIGN
629,11,11,170,3587,10848,211,BENIGN
3305,15,15,1123,1889,36152,517,BENIGN
16334,47,21,516,889,30486,8080,Bot
1965,20,19,1387,478,30293,307,BENIGN
1994219,1141,10,98,0,49419,80,DDoS
62,2,0,0,0,39669,57199,PortScan
9718,9,13,356,2596,24548,836,BENIGN
96675,24,74,6622,11722,42041,445,Infiltration
9795,13,8,662,930,61910,362,BENIGN
1222,15,18,1138,1042,47113,505,BENIGN
4186,19,18,1408,678,55871,453,BENIGN
3659,20,10,291,793,31066,552,BENIGN
49,2,0,0,0,19898,49089,PortScan
77,2,0,0,0,15433,31440,PortScan
7280,17,8,504,1159,16013,817,BENIGN
1352,16,20,1109,2639,26229,877,BENIGN
6245,7,14,791,1358,56049,395,BENIGN
952,18,17,979,2467,6738,35,BENIGN
2521,13,8,1141,3338,31329,689,BENIGN
2712920,2738,6,77,0,2182,80,DDoS
8341,10,11,767,1326,4352,486,BENIGN
9742,7,14,709,2768,23629,155,BENIGN
9547,11,1,1145,2650,49679,335,BENIGN
870,15,2,572,1811,63633,552,BENIGN
9448,15,13,827,709,41078,896,BENIGN
4592,9,3,753,561,37624,658,BENIGN
65629,82,44,4481,25307,13516,445,Infiltration
38,2,0,0,0,53934,62943,PortScan
6893,18,8,875,4078,25847,371,BENIGN
4558,20,9,754,3044,19093,181,BENIGN
4328,20,13,476,1178,37125,121,BENIGN
913,13,15,1225,1750,57781,564,BENIGN
8448,1,9,131,2913,30216,344,BENIGN
92,2,0,0,0,59401,13767,PortScan
1817,20,5,1090,2997,50572,121,BENIGN
6579,11,7,519,2757,16098,31,BENIGN
216,15,15,293,3523,25553,474,BENIGN
8871,18,12,1257,1478,28292,1013,BENIGN
7755,11,4,1240,4400,41929,631,BENIGN
8122,7,2,516,3290,43521,181,BENIGN
4856343,2800,10,66,0,6563,80,DDoS
125,17,7,831,4184,49011,521,BENIGN
54447,21,83,22524,49060,60276,445,Infiltration
7956,18,14,1405,3417,16064,308,BENIGN
1181606,4936,10,98,0,24613,80,DDoS
3323,4,11,1120,3627,8580,205,BENIGN
9009,11,10,1400,2308,17269,345,BENIGN
6113,20,18,325,1807,54969,429,BENIGN
194,1,9,429,2406,49097,382,BENIGN
1045023,3381,5,64,0,53868,80,DDoS
6241,10,8,609,4590,21455,893,BENIGN
5064,18,9,741,2087,54682,901,BENIGN
2156,16,20,90,3703,43313,115,BENIGN
2665,19,3,762,1914,50807,466,BENIGN
98,2,0,0,0,47793,24170,PortScan
66622,11,76,2029,41008,11729,445,Infiltration
5270,17,17,513,3949,35495,344,BENIGN
5948,12,2,792,2718,37564,848,BENIGN
39692,13,18,469,945,16480,8080,Bot
8501,18,3,702,4242,27260,67,BENIGN
5549,13,7,658,1301,15537,1011,BENIGN
9292,9,10,1090,887,56353,288,BENIGN
351,2,7,1326,2587,54266,1013,BENIGN
1300,6,32,317,252,2989,8080,Bot
1832949,2201,9,70,0,65451,80,DDoS
7390,11,2,1223,3363,5478,671,BENIGN
15603,34,5,766,733,12910,8080,Bot
57388,68,36,34212,38965,5436,445,Infiltration
6174,19,6,252,2492,55629,518,BENIGN
9612,15,3,909,166,54758,313,BENIGN
873,14,6,415,3774,53667,870,BENIGN
203,10,19,657,2017,32602,639,BENIGN
6128,15,2,1148,1935,48763,38,BENIGN
3410,9,14,1234,432,2745,334,BENIGN
9787,8,5,1246,2926,7981,702,BENIGN
852,8,19,805,4425,20504,445,BENIGN
1243,30,27,123,857,64695,8080,Bot
28968,20,44,125,653,44839,8080,Bot
4305,8,15,164,124,57513,902,BENIGN
3149330,1344,0,74,0,42203,80,DDoS
9080,20,20,923,1227,50316,256,BENIGN
150,14,7,1182,2946,25128,338,BENIGN
19599,10,36,756,797,36935,8080,Bot
3788,16,1,1005,753,33801,136,BENIGN
1469991,1692,3,75,0,45169,80,DDoS
3942,12,1,1347,4929,62372,835,BENIGN
2065,18,3,705,2591,55917,696,BENIGN
7807,11,9,805,281,59507,420,BENIGN
8327,7,11,716,583,4044,892,BENIGN
49,2,0,0,0,53055,24890,PortScan
1943,12,16,1355,1430,15146,344,BENIGN
152,3,10,625,2421,54532,710,BENIGN
3227,15,15,1124,3425,48604,240,BENIGN
8483,20,10,1112,4328,60599,730,BENIGN
317,20,19,542,4690,32781,619,BENIGN
54911,14,35,386,790,46650,8080,Bot
4731,1,9,561,2717,32702,477,BENIGN
8542,8,6,977,2095,43201,368,BENIGN
4974,16,1,646,2055,23090,197,BENIGN
64,2,0,0,0,48314,305,PortScan
7691,7,3,303,216,34226,239,BENIGN
76,2,0,0,0,23642,44871,PortScan
43,2,0,0,0,31464,5769,PortScan
8717,8,11,1493,2503,36145,528,BENIGN
324,9,7,911,1881,12344,202,BENIGN
2580,4,19,592,1562,62677,492,BENIGN
1753,4,10,122,189,28610,198,BENIGN
2567384,2029,10,89,0,24620,80,DDoS
7465,13,11,638,1072,52107,186,BENIGN
6252,9,2,1199,151,5531,842,BENIGN
2620,11,17,1321,2744,49258,140,BENIGN
6728,13,13,636,70,38985,498,BENIGN
6055,5,9,740,3709,38089,842,BENIGN
97634,12,24,8969,2775,62471,445,Infiltration
42235,23,61,24306,30421,43220,445,Infiltration
1248555,2801,8,96,0,54728,80,DDoS
4614,14,4,1371,1159,22799,749,BENIGN
83,2,0,0,0,43911,52263,PortScan
8969,8,9,1472,880,34553,780,BENIGN
2863,18,15,255,3295,34345,492,BENIGN
3816687,4876,7,74,0,40913,80,DDoS
564,16,20,1370,3480,7368,264,BENIGN
9100,19,1,882,2479,3963,1008,BENIGN
4362297,3730,7,78,0,23025,80,DDoS
36982,50,8,518,987,58237,8080,Bot
9182,17,13,214,3461,23477,267,BENIGN
80548,11,34,44977,32803,2487,445,Infiltration
1777,12,16,1267,1397,18512,10,BENIGN
2103,17,14,628,3191,3173,207,BENIGN
2920,9,20,441,4269,21885,641,BENIGN
6079,7,11,710,2083,15520,1020,BENIGN
45414,20,33,979,959,41434,8080,Bot
64,2,0,0,0,11929,62483,PortScan
679342,4343,0,69,0,64125,80,DDoS
7111,10,19,483,575,10553,963,BENIGN
7443,15,1,1356,109,54645,562,BENIGN
1796,19,2,882,2484,23742,900,BENIGN
705,6,16,1488,1578,35742,219,BENIGN
5843,4,13,1037,1761,46629,60,BENIGN
6716,1,12,978,4689,48284,178,BENIGN
3592,34,8,641,460,27726,8080,Bot
4460,8,15,847,4474,19790,477,BENIGN
6785,14,19,472,1693,56874,379,BENIGN
9219,7,11,1028,1655,30927,897,BENIGN
9227,5,8,1201,4239,12966,286,BENIGN
4611,14,6,759,1567,34153,773,BENIGN
1437,11,8,1476,2279,41309,527,BENIGN
1689,11,11,645,1154,13273,30,BENIGN
3950,19,8,220,162,24911,309,BENIGN
29,2,0,0,0,39529,29822,PortScan
20823,18,40,124,421,20057,8080,Bot
1115,2,19,1174,2074,43825,475,BENIGN
3894,10,9,1344,2343,40675,670,BENIGN
3498,5,4,1008,4598,24881,534,BENIGN
39562,22,24,295,574,18176,8080,Bot
37600,34,8,515,438,20379,8080,Bot
880,8,19,580,3354,59458,764,BENIGN
76138,19,58,12570,35195,59738,445,Infiltration
5634,14,18,909,4268,28090,633,BENIGN
30571,26,37,633,675,4196,8080,Bot
5824,8,2,528,2771,7363,172,BENIGN
1905261,4696,4,69,0,44218,80,DDoS
2222288,3409,0,96,0,52530,80,DDoS
1353275,1845,6,68,0,21892,80,DDoS
7842,20,2,790,3203,22736,757,BENIGN
1452,9,12,1292,3443,32806,923,BENIGN
3616228,1406,5,90,0,20508,80,DDoS
96,2,0,0,0,50102,49647,PortScan
2192,7,15,424,4251,46318,194,BENIGN
7421,4,2,978,4042,61294,469,BENIGN
2213344,4939,4,74,0,18020,80,DDoS
4031,19,11,1383,3876,64042,271,BENIGN
8442,3,15,688,4694,55442,799,BENIGN
112607,4056,9,64,0,51893,80,DDoS
6019,4,3,841,4071,14551,204,BENIGN
9452,10,9,172,1683,49540,275,BENIGN
270,2,13,284,4838,35453,839,BENIGN
2790,5,4,1017,3309,26894,621,BENIGN
4700,2,18,504,1203,39150,1016,BENIGN
33,2,0,0,0,54724,42195,PortScan
487,2,20,221,4773,63109,9,BENIGN
55,2,0,0,0,11582,17831,PortScan
2191,1,6,107,1171,2879,175,BENIGN
3408,19,19,1070,4409,1343,238,BENIGN
2310,16,16,526,3249,38104,890,BENIGN
7765,20,12,70,847,36636,287,BENIGN
7057,1,11,1090,2562,61430,721,BENIGN
24,2,0,0,0,48458,18558,PortScan
7238,9,1,692,4401,53210,26,BENIGN
4842,18,14,1167,1183,65267,926,BENIGN
44,2,0,0,0,30262,21170,PortScan
1945,6,15,346,2746,45086,536,BENIGN
2069,10,5,1390,2456,29134,250,BENIGN
11849,43,99,24126,12026,58060,445,Infiltration
8150,8,7,522,320,34402,125,BENIGN
1402,18,1,614,4018,36771,46,BENIGN
30828,9,50,655,696,43928,8080,Bot
9040,11,8,1185,643,49074,239,BENIGN
318,6,20,460,3872,1226,866,BENIGN
257621,2094,0,82,0,2279,80,DDoS
16,2,0,0,0,23654,15649,PortScan
9572,5,18,1461,934,46436,438,BENIGN
15344,9,8,825,305,63681,8080,Bot
4071579,1841,6,82,0,52403,80,DDoS
7727,17,13,983,4564,65153,488,BENIGN
5677,7,5,1207,4004,7349,762,BENIGN
6177,8,12,784,1260,63998,187,BENIGN
7723,10,12,1325,2147,13493,883,BENIGN
563,19,6,1065,3961,4383,838,BENIGN
29,2,0,0,0,7336,21598,PortScan
90,2,0,0,0,45160,10857,PortScan
6734,7,20,506,1274,5479,4,BENIGN
7272,8,6,600,3896,33405,440,BENIGN
4738430,4708,4,67,0,64316,80,DDoS
9891,1,10,1398,203,43298,1009,BENIGN
46,2,0,0,0,40862,58424,PortScan
7444,13,13,81,1859,22764,779,BENIGN
2447,15,7,544,1796,3421,562,BENIGN
8206,3,1,861,1711,10747,134,BENIGN
9102,17,8,1367,2817,37515,211,BENIGN
687771,2601,10,77,0,1747,80,DDoS
5221,12,6,538,697,44668,44,BENIGN
6692,10,14,470,4350,35233,866,BENIGN
95,2,0,0,0,55608,7612,PortScan
4456,6,10,913,651,49239,316,BENIGN
4151,4,4,192,393,53934,727,BENIGN
5054,2,2,643,4133,49924,137,BENIGN
8927,6,18,658,2204,55011,673,BENIGN
6861,9,16,785,2022,65530,608,BENIGN
9928,1,12,490,2331,61698,155,BENIGN
3871,6,5,191,4549,60790,136,BENIGN
3944,7,2,561,4347,25779,518,BENIGN
7339,5,13,360,1962,28650,583,BENIGN
672,7,13,74,1216,29736,278,BENIGN
3353,9,4,1397,1056,56789,307,BENIGN
9233,18,3,368,594,26930,74,BENIGN
15025,98,67,5998,25801,7503,445,Infiltration
3931,14,13,1307,4488,61145,606,BENIGN
4110876,2287,0,72,0,56084,80,DDoS
731,2,10,929,1272,61651,751,BENIGN
3741,10,4,1126,4811,48496,843,BENIGN
1506,8,7,1273,464,4427,513,BENIGN
4472,13,20,1499,3580,58433,123,BENIGN
27,2,0,0,0,63876,47933,PortScan
2786537,1449,10,78,0,42601,80,DDoS
5968,9,14,160,766,45588,540,BENIGN
1565,19,7,994,1071,24800,977,BENIGN
58,2,0,0,0,45299,56550,PortScan
4382,19,14,612,443,38971,933,BENIGN
655562,4101,1,69,0,7059,80,DDoS
4180350,3217,10,94,0,37062,80,DDoS
4019956,3185,4,97,0,10977,80,DDoS
7009,2,8,765,217,28545,705,BENIGN
3301,6,19,1419,4509,50711,821,BENIGN
93720,53,95,34569,42377,50279,445,Infiltration
87999,17,44,34167,38615,59452,445,Infiltration
5811,16,17,1312,2722,35965,129,BENIGN
3484,15,3,229,923,2967,301,BENIGN
709,19,1,74,113,29350,2,BENIGN
4620,2,10,1146,2168,27798,167,BENIGN
8886,19,17,1320,1981,12313,110,BENIGN
7741,8,1,1463,4485,59772,139,BENIGN
9450,23,18,149,917,55175,8080,Bot
4511939,3051,0,100,0,14840,80,DDoS
1852,20,8,1113,4109,34680,111,BENIGN
62223,18,56,19850,47492,44893,445,Infiltration
3938,12,6,410,4883,11369,348,BENIGN
5192,10,8,498,4997,46952,95,BENIGN
3825,4,2,97,512,9664,88,BENIGN
8242,6,4,915,3044,46919,514,BENIGN
43,2,0,0,0,17502,2696,PortScan
3493,13,16,495,924,14006,480,BENIGN
8393,17,20,788,2255,12882,939,BENIGN
5142,16,19,205,3715,64167,587,BENIGN
7932,18,12,794,1611,19824,839,BENIGN
4082,8,2,692,2645,34886,685,BENIGN
4885,8,2,394,3012,63639,79,BENIGN
4127,10,4,518,4035,21971,690,BENIGN
8966,17,5,197,648,54775,339,BENIGN
8918,18,19,770,662,34963,323,BENIGN
1266,7,14,1456,263,8113,853,BENIGN
6938,13,4,176,2502,51136,131,BENIGN
3662,9,11,193,2171,20543,107,BENIGN
6588,1,17,117,4362,9411,553,BENIGN
79,2,0,0,0,46716,57049,PortScan
286,3,20,578,2316,57982,920,BENIGN
3620,4,15,1022,4433,40602,430,BENIGN
24198,47,48,759,495,47368,8080,Bot
2477630,4718,5,72,0,56730,80,DDoS
6645,17,10,1074,4087,35437,116,BENIGN
57,2,0,0,0,9140,7803,PortScan
29148,35,31,238,310,42420,8080,Bot
3047,17,14,1235,3976,60442,985,BENIGN
3210,18,5,1042,3434,64608,846,BENIGN
9794,9,19,353,3126,27053,970,BENIGN
23,2,0,0,0,30333,33567,PortScan
8452,3,2,463,4942,13337,658,BENIGN
1776524,3887,0,75,0,64461,80,DDoS
3534220,3219,4,75,0,48252,80,DDoS
5733,16,13,165,1522,16565,1012,BENIGN
8145,13,4,1323,4709,37272,508,BENIGN
1410,13,17,457,1425,3109,189,BENIGN
4053,4,4,888,1906,59097,727,BENIGN
95,2,0,0,0,43742,47075,PortScan
3192780,4008,6,94,0,29517,80,DDoS
57691,5,26,178,307,51147,8080,Bot
20531,9,23,561,793,51585,8080,Bot
73707,60,21,37939,29896,18416,445,Infiltration
1872,18,13,235,720,16780,951,BENIGN
8064,17,8,1443,1841,51155,668,BENIGN
1445030,4024,3,71,0,47641,80,DDoS
39593,50,34,245,417,7466,8080,Bot
7945,17,16,1308,3481,14007,1009,BENIGN
22125,56,87,3852,44146,45576,445,Infiltration
85,2,0,0,0,23609,9230,PortScan
7993,12,20,605,4498,46085,450,BENIGN
3614527,4927,6,64,0,26712,80,DDoS
45,2,0,0,0,52015,23293,PortScan
7969,5,14,247,3605,46307,321,BENIGN
8374,18,13,537,4135,59425,164,BENIGN
9601,4,4,161,1971,22309,445,BENIGN
6845,14,20,709,1953,52150,228,BENIGN
26,2,0,0,0,4612,52120,PortScan
1612,14,1,416,3392,31924,700,BENIGN
4666673,2323,6,100,0,17569,80,DDoS
56,2,0,0,0,63873,32984,PortScan
3214,5,12,162,341,27755,812,BENIGN
6451,14,9,595,1639,40946,489,BENIGN
2752872,2166,6,89,0,19257,80,DDoS
17011,21,80,45554,33460,22513,445,Infiltration
6103,13,19,868,4072,5089,38,BENIGN
9366,2,5,475,2001,57239,340,BENIGN
5224,13,18,1023,2629,1988,593,BENIGN
6694,16,2,413,2372,62070,930,BENIGN
1136,14,20,827,3337,10221,776,BENIGN
8312,12,9,990,3015,15512,147,BENIGN
837,8,16,287,1177,56200,460,BENIGN
3858,14,5,551,2010,22966,191,BENIGN
6478,15,2,1455,2828,43642,198,BENIGN
8289,12,17,808,2841,30877,172,BENIGN
5679,9,6,1305,100,57732,806,BENIGN
5643,6,20,161,2277,5980,400,BENIGN
50972,37,5,363,325,23919,8080,Bot
